KRAJ;MĚSTO;ORIGINÁLNÍ ZÁZNAM;GPS;PATRO / NÁSTUPIŠTĚ /atd.
Olomoucký kraj;Újezd u Uničova;WC (2E). Železniční stanice Újezd u Uničova, Technologická budova s WC bez č. p. u přejezdu, 783 96 Újezd u Uničova;"49°46'31"", 17°11'14.99""";
Olomoucký kraj;Uničov;WC (1E). Čerpací stanice Benzina Uničov, Litovelská 255, 783 91 Uničov;"49°45'53.397"", 17°6'49.496""";
Olomoucký kraj;Uničov;WC (1E). Městský úřad Uničov, Masarykovo náměstí 22, 783 91 Uničov;"49°46'16.965"", 17°7'13.794""";
Olomoucký kraj;Uničov;WC (1E). Železniční stanice Uničov, Nádražní 6, 783 91 Uničov;"49°46'43.745"", 17°6'59.393""";
Olomoucký kraj;Velká Bystřice;WC (1E).  Městský úřad Velká Bystřice, Zámecké náměstí 79, 783 53 Velká Bystřice;"49°35'36.663"", 17°21'32.793""";
Olomoucký kraj;Velké Losiny;WC (2E). Čerpací stanice Benzina Velké Losiny, Rudé armády 623, 788 15 Velké Losiny;"50°1'36.668"", 17°2'15.249""";
Olomoucký kraj;Zábřeh;WC (1E). Čerpací stanice Benzina Zábřeh na Moravě, Československé armády 883/43, 789 01 Zábřeh;"49°52'34.861"", 16°53'7.697""";
Olomoucký kraj;Zábřeh;WC (2E). Hypermarket Kaufland, Leštinská 2336/2, 789 01 Zábřeh;"49°52'33.701"", 16°53'13.448""";
Olomoucký kraj;Zábřeh;WC (1E). Městský úřad Zábřeh, Masarykovo náměstí 510/6, 789 01 Zábřeh;"49°52'55.682"", 16°52'20.251""";
Olomoucký kraj;Zábřeh;WC (2E). Městský úřad Zábřeh, Náměstí osvobození 15, 789 01 Zábřeh;"49°52'53.634"", 16°52'39.385""";
Olomoucký kraj;Zábřeh;WC (3E). Poliklinika Zábřeh, Školská 309/13, 789 01 Zábřeh;"49°53'0.088"", 16°52'46.790""";
Olomoucký kraj;Zábřeh;WC (2E). Sportovní stadion, Postřelmovská 2265/4, 789 01 Zábřeh;"49°52'53.846"", 16°52'53.654""";
Olomoucký kraj;Zábřeh;WC (1E). Úřad práce ČR Zábřeh, Spojovací 674/2, 789 01 Zábřeh;"49°52'44.965"", 16°52'40.999""";
Olomoucký kraj;Zábřeh;WC (1E). Železniční stanice Zábřeh na Moravě, U Nádraží 233/6, 789 01 Zábřeh na Moravě;"49°52'21.145"", 16°53'13.301""";
Moravskoslezský kraj;Bohumín;WC (1E). Hypermarket Kaufland, 9. Května  1197, 735 81 Bohumín;"49°53'57.326"", 18°21'1.484""";
Moravskoslezský kraj;Bohumín;WC (2E). Železniční stanice Bohumín, Adama Mickiewicze 67, 735 81 Bohumín;"49°54'3.649"", 18°21'33.382""";
Moravskoslezský kraj;Brantice;WC (1E). Železniční stanice Brantice, 793 93 Brantice 179;"50°3'8.347"", 17°36'41.581""";
Moravskoslezský kraj;Bruntál;Plošina + WC (3E). ČSSZ - OSSZ Bruntál, Rýmařovská 6, 792 01 Bruntál;"49°59'29.158"", 17°27'13.583""";
Moravskoslezský kraj;Bruntál;WC (1E). Dopravní terminál č. 2017/41, 792 01 Bruntál;"49°59'39.458"", 17°28'27.965""";
Moravskoslezský kraj;Bruntál;WC (1E). Hypermarket Kaufland, tř. Práce 1960/1, 792 01 Bruntál;"49°58'53.348"", 17°27'48.406""";
Moravskoslezský kraj;Bruntál;WC (1E). Kino Centrum Bruntál, Jesenická 1, 792 01 Bruntál;"49°59'21.899"", 17°27'42.518""";
Moravskoslezský kraj;Bruntál;Plošina + WC (3E). Městský úřad Bruntál, Nádražní 20, 792 01 Bruntál;"49°59'36.29"", 17°28'17.781""";
Moravskoslezský kraj;Bruntál;WC (1E). Podhorská nemocnice, Nádražní 29, 792 01 Bruntál;"49°59'40.875"", 17°28'16.511""";
Moravskoslezský kraj;Bruntál;WC (2E). Wellness Centrum Bruntál, Dukelská 1424/3, 792 01 Bruntál;"49°59'29.153"", 17°27'47.046""";
Moravskoslezský kraj;Český Těšín;WC (1E). Hypermarket Kaufland, Ostravská 2030/77, 737 01 Český Těšín;"49°44'47.605"", 18°36'27.279""";
Moravskoslezský kraj;Český Těšín;WC (2E). Železniční stanice Český Těšín, Nádražní 1133, 737 01 Český Těšín;"49°44'37.615"", 18°37'22.789""";
Moravskoslezský kraj;Děhylov;WC (2E). Železniční stanice Děhylov, Porubská 51/7, 747 94 Děhylov;"49°52'45.559"", 18°10'20.796""";
Moravskoslezský kraj;Dolní Benešov;WC (1E). Železniční stanice Dolní Benešov, Nádražní 131, 747 22 Dolní Benešov;"49°55'22.826"", 18°7'9.05""";
Moravskoslezský kraj;Frenštát pod Radhoštěm;WC (1E). Železniční stanice Frenštát pod Radhoštěm, Nádražní 898, 744 01 Frenštát pod Radhoštěm;"49°32'31.07"", 18°13'27.18""";
Moravskoslezský kraj;Frýdek Místek;WC (1E). Hypermarket Kaufland, Revoluční 3470, 738 01 Frýdek Místek;"49°41'14.645"", 18°20'52.283""";
Moravskoslezský kraj;Frýdek-Místek;Plošina + WC (3E). ČSSZ - OSSZ Frýdek-Místek, Palackého 115, 738 01 Frýdek-Místek;"49°40'26.955"", 18°20'38.477""";
Moravskoslezský kraj;Frýdek-Místek;WC (2E). OC Frýda, Na Příkopě 3727, 738 01 Frýdek-Místek;"49°40'51.640"", 18°20'50.711""";
Moravskoslezský kraj;Frýdek-Místek;WC (5E). Úřad práce ČR Frýdek-Místek, Na Poříčí 3510, 738 01 Frýdek-Místek;"49°40'31.233"", 18°21'6.149""";
Moravskoslezský kraj;Frýdek-Místek;WC (2E). Železniční stanice Frýdek-Místek, Nádražní 2052, 738 01 Frýdek-Místek;"49°40'40.584"", 18°21'14.262""";
Moravskoslezský kraj;Frýdlant nad Ostravicí;WC (1E). Úřad práce ČR Frýdlant nad Ostravicí, Náměstí 10, 739 11 Frýdlant nad Ostravicí;"49°35'35.836"", 18°21'35.612""";
Moravskoslezský kraj;Frýdlant nad Ostravicí;WC (1E). Železniční stanice Frýdlant nad Ostravicí, Poštovní 327, 739 11 Frýdlant nad Ostravicí;"49°35'20.758"", 18°21'17.118""";
Moravskoslezský kraj;Havířov;WC (1E). Autobusové stanoviště, Těšínská ulice, 736 01 Havířov;"49°46'12.408"", 18°26'50.556""";
Moravskoslezský kraj;Havířov - Prostřední Suchá;WC (1E). Hypermarket Kaufland, Před Tratí 891/2, 736 01 Havířov - Prostřední Suchá;"49°47'14.939"", 18°26'32.621""";
Moravskoslezský kraj;Havířov - Bludovice;WC (1E). Hypermarket Kaufland, U Stadionu 1640/1, 736 01 Havířov - Bludovice;"49°46'18.015"", 18°26'41.507""";
Moravskoslezský kraj;Havířov - Podlesí;WC (1E). Úřad práce ČR Havířov, Junácká 1632/3, 736 01 Havířov - Podlesí;"49°46'27.923"", 18°26'51.113""";
Moravskoslezský kraj;Havířov;WC (1E). Veřejné WC, Park Lučina, 736 01 Havířov;;
Moravskoslezský kraj;Havířov;WC (1E). Železniční stanice Havířov, Železničářů 1300/2, 736 01 Havířov;"49°47'28.635"", 18°24'45.785""";
Moravskoslezský kraj;Hlučín;WC (1E). Rekreační areál Štěrkovna, 748 01 Hlučín;"49°53'39.430"", 18°10'11.758""";
Moravskoslezský kraj;Hostašovice 80;WC (1E). Železniční stanice Hostašovice – výpravní budova, 741 01 Hostašovice 80 *;"49°31'15.987"", 18°0'59.136""";výpravní budova
Moravskoslezský kraj;Hrabyně;WC (2E). Centrum Sociálních Služeb Hrabyně, Hrabyně 3/202, 747 67 Hrabyně;"49°52'21.45"", 18°3'3.772""";
Moravskoslezský kraj;Hrabyně;WC (2E). Rehabilitační ústav Hrabyně 204, 747 67 Hrabyně;"49°52'20.176"", 18°3'9.497""";
Moravskoslezský kraj;Hradec nad Moravicí;WC (3E). Státní zámek Hradec nad Moravicí, Městečko 2 (hlavní vstup čp. 2, Červený zámek, Bílý zámek), 747 41 Hradec nad Moravicí;"49°51'54.21"", 17°52'30.6""";hlavní vstup čp. 2, Červený zámek, Bílý zámek
Moravskoslezský kraj;Hradec nad Moravicí;WC (1E). Veřejné WC u železniční stanice, 747 47 Hradec nad Moravicí;;
Moravskoslezský kraj;Janovice u Rýmařova;WC (2E). Státní zámek Janovice u Rýmařova, Zámek 10/1, 793 42 Janovice u Rýmařova;"49°56'51.759"", 17°14'56.032""";
Moravskoslezský kraj;Jistebník;WC (1E). Železniční stanice Jistebník, Jistebník 190, 742 82 Jistebník;"49°44'56.553"", 18°9'3.356""";
Moravskoslezský kraj;Karviná;WC (1E). Hypermarket Kaufland, Leonovova  2015/2, 733 01 Karviná;"49°51'47.926"", 18°33'13.342""";
Moravskoslezský kraj;Karviná;WC (2E). Obchodní centrum KORSO Karviná, Nádražní 1939/4a, 733 01 Karviná;"49°51'25.387"", 18°31'48.669""";
Moravskoslezský kraj;Karviná;WC (1E). Úřad práce ČR Karviná, přízemí, tř. Osvobození 1388/60a, 735 06 Karviná - Nové Město;"49°52'5.721"", 18°32'14.03""";přízemí
Moravskoslezský kraj;Karviná;WC (1E). Železniční stanice Karviná hl.n. - výpravní budova, Nádražní 695/7, 733 01 Karviná;"49°51'20.972"", 18°31'37.983""";výpravní budova
Moravskoslezský kraj;Kopřivnice;WC (1E). Hypermarket Kaufland, Štefánikova 1410/18d, 742 21 Kopřivnice;"49°36'2.341"", 18°8'54.7""";
Moravskoslezský kraj;Krnov;WC (1E). Hypermarket Kaufland, Opavská 1132/14, 794 01 Krnov;"50°5'14.365"", 17°42'27.713""";
Moravskoslezský kraj;Krnov;WC (1E). Železniční stanice Krnov, Nádražní 1096/1, 794 01 Krnov - Pod Bezručovým vrchem;"50°5'18.79"", 17°41'1.214""";
Moravskoslezský kraj;Krnov Cvilín;WC (1E). Železniční stanice Krnov Cvilín, Hlubčická 157/50, 794 01 Krnov - Pod Bezručovým vrchem;"50°5'37.543"", 17°42'46.24""";
Moravskoslezský kraj;Moravská Ostrava;WC (1E). Moravské lázně Ostrava - Čapkárna, Sokolská tř. 44, 702 00 Moravská Ostrava;"49°50'43.667"", 18°17'15.209""";
Moravskoslezský kraj;Návsí u Jablunkova;WC (1E). Železniční stanice Návsí u Jablunkova, Návsí 207, 739 92 Návsí;"49°35'24.885"", 18°45'16.315""";
Moravskoslezský kraj;Nový Jičín;WC (1E). Hypermarket Kaufland, Bohuslava Martinů 2097/30, 741 01 Nový Jičín;"49°35'8.954"", 18°0'7.024""";
Moravskoslezský kraj;Odry;WC (1E). Železniční stanice Odry, Nádražní 398/33, 742 35 Odry;"49°40'11.165"", 17°50'1.086""";
Moravskoslezský kraj;Opava - Kateřinky;WC (1E). Hobby market OBI Opava, Hlučínská 1611/51, 747 05 Opava - Kateřinky;"49°56'43.455"", 17°55'38.319""";
Moravskoslezský kraj;Opava - Kateřinky;WC (2E). Hypermarket Kaufland, Hlučínská 1698/5, 747 05 Opava - Kateřinky;"49°56'46.737"", 17°55'43.607""";
Moravskoslezský kraj;Opava - Předměstí;WC (1E). Hypermarket Kaufland, Olomoucká 2995, 746 01 Opava - Předměstí;"49°55'49.678"", 17°52'29.109""";
Moravskoslezský kraj;Opava - Předměstí;WC (4E). Parkovací dům (1. a 2. patro) u Železniční stanice Opava východ, Skladištní 3057/2, 746 01 Opava - Předměstí;"49°56'8.275"", 17°54'24.983""";1. a 2. patro
Moravskoslezský kraj;Opava;WC (2E). Železniční stanice Opava - východ, Jánská 691/1, 746 01 Opava;"49°56'3.689"", 17°54'29.483""";
Moravskoslezský kraj;Orlová;WC (1E). Hypermarket Kaufland, Okružní 1430, 735 14 Orlová;"49°52'49.151"", 18°25'55.85""";
Moravskoslezský kraj;Ostrava;WC (2E). Důl Michal v Ostravě, Čs. armády 413/95, 715 00 Ostrava;"49°50'32.158"", 18°20'41.702""";
Moravskoslezský kraj;Ostrava - Poruba;WC (5E). Fakultní nemocnice Ostrava, 17. listopadu 1790, 708 52 Ostrava - Poruba;"49°49'36.482"", 18°9'39.862""";
Moravskoslezský kraj;Ostrava - Poruba;WC (1E). Fakultní nemocnice Ostrava, 17. listopadu 1790, 708 52 Ostrava – Poruba;"49°49'36.482"", 18°9'39.862""";
Moravskoslezský kraj;Ostrava - Poruba;WC (1E). Fakultní nemocnice Ostrava, 17. listopadu 1790, 708 52 Ostrava – Poruba (Poliklinika 1. patro – u očních sálků);"49°49'36.482"", 18°9'39.862""";Poliklinika 1. patro – u očních sálků
Moravskoslezský kraj;Ostrava - Poruba;WC (1E). Fakultní nemocnice Ostrava, 17. listopadu 1790, 708 52 Ostrava – Poruba (Poliklinika 2. patro – u kožních ambulancí a lékárny);"49°49'36.482"", 18°9'39.862""";Poliklinika 2. patro – u kožních ambulancí a lékárny
Moravskoslezský kraj;Ostrava - Poruba;WC (1E). Fakultní nemocnice Ostrava, 17. listopadu 1790, 708 52 Ostrava – Poruba (Poliklinika 3. patro – u kliniky úrazové chirurgie);"49°49'36.482"", 18°9'39.862""";Poliklinika 3. patro – u kliniky úrazové chirurgie
Moravskoslezský kraj;Ostrava - Poruba;WC (1E). Fakultní nemocnice Ostrava, 17. listopadu 1790, 708 52 Ostrava – Poruba (Poliklinika 4. patro – u urologické kliniky);"49°49'36.482"", 18°9'39.862""";Poliklinika 4. patro – u urologické kliniky
Moravskoslezský kraj;Ostrava - Poruba;WC (1E). Fakultní nemocnice Ostrava, 17. listopadu 1790, 708 52 Ostrava – Poruba (vstupní objekt);"49°49'36.482"", 18°9'39.862""";vstupní objekt
Moravskoslezský kraj;Ostrava;WC (1E). Hobby market OBI Ostrava Zábřeh, Výškovická 3123/46, 700 30  Ostrava;"49°47'56.1"", 18°13'47.075""";
Moravskoslezský kraj;Ostrava - Mariánské Hory;WC (1E). Hypermarket Kaufland, Grmelova 2032/2, 709 00 Ostrava - Mariánské Hory;"49°50'10.674"", 18°14'54.563""";
Moravskoslezský kraj;Ostrava - Poruba;WC (1E). Hypermarket Kaufland, Polská 6191/21, 708 00 Ostrava - Poruba;"49°49'13.26"", 18°11'22.447""";
Moravskoslezský kraj;Ostrava Vítkovice;WC (1E). Hypermarket Kaufland, Vítkovická 3278/3, 702 00 Ostrava Vítkovice;"49°49'43.94"", 18°16'50.216""";
Moravskoslezský kraj;Ostrava - Zábřeh;WC (1E). Hypermarket Kaufland, Výškovická 3086/44, 700 30 Ostrava - Zábřeh;"49°48'0.987"", 18°13'50.215""";
Moravskoslezský kraj;Ostrava - Třebovice;WC (1E). Hypermarket Tesco, Sjízdná 5554/2, 722 00 Ostrava – Třebovice;"49°49'42.761"", 18°12'6.608""";
Moravskoslezský kraj;Ostrava;Plošina (2E). Kostel Božského Spasitele v Ostravě, Náměstí Msgre Šrámka, 702 00 Ostrava;"49°50'10.08"", 18°17'21.129""";
Moravskoslezský kraj;Ostrava;WC (1E). Nákupní centrum Karolína, Vítkovická 3278/3, 702 00 Ostrava;"49°49'43.940"", 18°16'50.217""";
Moravskoslezský kraj;Ostrava;WC (1E). Obchodní centrum Galerie, Sjízdná 554/2a, 722 00 Ostrava;"49°49'39.591"", 18°12'4.830""";
Moravskoslezský kraj;Ostrava;WC (6E). Outlet Arena Moravia Ostrava, Hlučínská 1170, 702 00 Ostrava;"49°51'37.142"", 18°15'22.797""";
Moravskoslezský kraj;Ostrava - Jih;"4x Plošina (8E). Podchod u zastávky tramvaje ""Antonína Poledníka"", Horní, 700 30 Ostrava-Jih";"49°46'45.51"", 18°15'7.141""";
Moravskoslezský kraj;Ostrava - Jih;"4x Plošina (8E). Podchod u zastávky tramvaje ""Poliklinika"", 700 30 Ostrava-Jih";"49°47'5.629"", 18°15'35.843""";
Moravskoslezský kraj;Ostrava - Dubina;"4x Plošina (8E). Podchod u zastávky tramvaje ""Václava Jiřikovského"", Horní, 700 30 Ostrava - Dubina";"49°46'28.838"", 18°14'52.213""";
Moravskoslezský kraj;Ostrava – Hrabůvka;4x Plošina (8E). Podchod u zastávky tramvaje „Náměstí Ostrava-Jih“, Horní, 700 30 Ostrava – Hrabůvka;"49°47'12.489"", 18°15'22.031""";
Moravskoslezský kraj;Ostrava;WC (1E). Točna trolejbusů před železniční stanicí Ostrava hlavní nádraží, Nádražní 164/215, 702 00 Ostrava;"49°51'2.535"", 18°16'1.874""";
Moravskoslezský kraj;Ostrava;WC (1E). Úřad práce ČR Ostrava, 30. dubna 3130/2c, 702 00 Ostrava;"49°50'21.641"", 18°16'59.655""";
Moravskoslezský kraj;Ostrava - Zábřeh;WC (4E). VÍTKOVICE ARÉNA, Ruská 3077/135, 700 30  Ostrava - Zábřeh;"49°48'17.640"", 18°14'54.240""";
Moravskoslezský kraj;Ostrava - Svinov;WC (2E). Železniční stanice Ostrava - Svinov, Peterkova 132, 721 00 Ostrava - Svinov;"49°49'16.215"", 18°12'34.418""";
Moravskoslezský kraj;Ostrava;WC (2E). Železniční stanice Ostrava hlavní nádraží, Nádražní 164/215, 702 00 Ostrava;"49°51'2.535"", 18°16'1.874""";
Moravskoslezský kraj;Ostrava - Kunčice;WC (1E). Železniční stanice Ostrava Kunčice, Bártova 582/9, 719 00 Ostrava Kunčice;"49°47'25.466"", 18°17'27.225""";
Moravskoslezský kraj;Ostrava;WC (2E). Železniční stanice Ostrava střed, Frýdlanstká 499, 702 00 Ostrava;"49°49'44.375"", 18°16'57.019""";
Moravskoslezský kraj;Palkovice;WC (1E). Tělocvična – venkovní WC, 739 41 Palkovice 20;"49°38'10.429"", 18°18'54.734""";
Moravskoslezský kraj;Petrovice u Karviné;WC (1E). Železniční stanice Petrovice u Karviné, 735 72 Petrovice u Karviné 125;"49°53'37.162"", 18°33'0.286""";
Moravskoslezský kraj;Příbor;WC (2E). Základní škola Npor. Loma, Školní 1510, 742 58 Příbor;"49°38'22.450"", 18°9'3.471""";
Moravskoslezský kraj;Pustá Polom;WC (2E). Zdravotní středisko (1. a 2. patro), Slezská 192, 747 69 Pustá Polom;"49°50'57.525"", 18°0'2.284""";
Moravskoslezský kraj;Stará Ves u Rýmařova;WC (1E). Čerpací stanice Vena Trade, Potočná 371, 793 43 Stará Ves u Rýmařova;"49°57'40.932"", 17°13'43.503""";
Moravskoslezský kraj;Studénka;WC (1E). Železniční stanice Studénka – výpravní budova, Nádražní 25, 742 13 Studénka;"49°42'27.161"", 18°3'59.202""";výpravní budova
Moravskoslezský kraj;Třinec;WC (1E). Hypermarket Kaufland, Za tratí 1357, 739 61 Třinec;"49°40'9.247"", 18°41'0.306""";
Moravskoslezský kraj;Třinec;WC (2E). Úřad práce ČR Třinec, 1. máje 124, 739 61 Třinec;"49°40'47.385"", 18°40'10.973""";
Moravskoslezský kraj;Třinec;WC (1E). Železniční stanice Třinec, Nádražní 348, 739 61 Třinec - Staré Město;"49°41'15.319"", 18°39'43.972""";
Moravskoslezský kraj;Vrbice u Bohumína;WC (1E). Čerpací stanice Euro Oil Vrbice, Ostravská 177, 735 51 Vrbice u Bohumína;"49°52'51.000"", 18°18'52.400""";
Zlínský kraj;Bojkovice;WC (4E). Železniční stanice Bojkovice, Nádražní 3, 687 71 Bojkovice;"49°2'9.757"", 17°47'44.604""";
Zlínský kraj;Holešov;WC (1E). Železniční stanice Holešov, Nádražní 760/2, 769 01 Holešov;"49°19'38.078"", 17°34'13.953""";
Zlínský kraj;Kroměříž;WC (1E). ČSSZ - OSSZ Kroměříž, Generála Svobody 1190/2, 767 01 Kroměříž;"49°17'51.507"", 17°23'15.817""";
Zlínský kraj;Kroměříž;WC (1E). Hypermarket Kaufland, Obvodová 3310/13a, 767 01 Kroměříž;"49°17'31.273"", 17°24'19.57""";
Zlínský kraj;Kroměříž;WC (3E). Železniční stanice Kroměříž – výpravní budova, Nádražní 1690/3, 767 01 Kroměříž;"49°18'7.391"", 17°24'9.316""";výpravní budova
Zlínský kraj;Otrokovice;WC (1E). Hypermarket Kaufland, Dr. Edvarda Beneše 1914, 765 02 Otrokovice;"49°12'0.781"", 17°32'7.83""";
Zlínský kraj;Otrokovice;WC (1E). Městská poliklinika s.r.o. Otrokovice, Třída osvobození 1388, 765 02 Otrokovice;"49°12'19.682"", 17°32'10.209""";
Zlínský kraj;Otrokovice;WC (2E). Železniční stanice Otrokovice, Nádražní 272, 765 02 Otrokovice;"49°12'9.308"", 17°31'53.894""";
Zlínský kraj;Staré Město u Uherského Hradiště;WC (2E). Železniční stanice Staré Město u Uherského Hradiště, Nádražní 243, 686 03 Staré Město u Uherského Hradiště;"49°4'35.175"", 17°25'23.935""";
Zlínský kraj;Uherské Hradiště;WC (2E). ČSSZ - OSSZ Uherské Hradiště, Stojanova 484, 686 01 Uherské Hradiště;"49°3'58.13"", 17°27'33.129""";
Zlínský kraj;Uherské Hradiště;WC (1E). Hypermarket Kaufland, ul. Města Mayen 1496, 686 01 Uherské Hradiště;"49°4'15.959"", 17°28'26.579""";
Zlínský kraj;Uherské Hradiště;WC (2E). Železniční stanice Uherské Hradiště, Nádražní 212, 686 01 Uherské Hradiště;"49°4'0.778"", 17°27'27.057""";
Zlínský kraj;Uherský Brod;WC (1E). Dům kultury Uherský Brod, Mariánské náměstí 2187, 688 11 Uherský Brod;"49°1'34.376"", 17°38'48.619""";
Zlínský kraj;Uherský Brod;WC (1E). Hypermarket Kaufland, Vlčnovská 2514, 688 01 Uherský Brod;"49°1'17.758"", 17°38'31.184""";
Zlínský kraj;Uherský Brod;WC (2E). Železniční stanice Uherský Brod, Pod Valy 1046, 688 01 Uherský Brod;"49°1'19.392"", 17°38'37.674""";
Zlínský kraj;Valašské Meziříčí;WC (1E). Hypermarket Kaufland, U nákladního nádraží 848, 757 01 Valašské Meziříčí;"49°28'37.349"", 17°57'52.287""";
Zlínský kraj;Valašské Meziříčí;WC (2E). Městská knihovna Valašské Meziříčí, Komunitní centrum, Nábřeží 268, 757 01 Valašské Meziříčí;"49°28'22.386"", 17°58'16.296""";
Zlínský kraj;Valašské Meziříčí;2x Plošina (4E). Železniční stanice Valašské Meziříčí, I. a III. nást., Nádražní 545, 757 01 Valašské Meziříčí;"49°28'29.413"", 17°57'42.136""";I. a III. Nástupiště
Zlínský kraj;Valašské Meziříčí;WC (2E). Železniční stanice Valašské Meziříčí, Nádražní 545/12, 757 01 Valašské Meziříčí;"49°28'27.931"", 17°57'40.433""";
Zlínský kraj;Velehrad;WC (1E). Poutní areál Velehrad, Infocentrum, U Lípy 302, 687 06 Velehrad;"49°6'16.618"", 17°23'38.764""";Infocentrum
Zlínský kraj;Velehrad;WC (4E). Poutní areál Velehrad, Stojanovo nádvoří, 687 06 Velehrad;"49°6'9.831"", 17°23'40.581""";
Zlínský kraj;Velké Karlovice;WC (9E). Koupaliště Velké Karlovice, 756 06 Velké Karlovice ;"49°21'42.201"", 18°17'12.165""";
Zlínský kraj;Vizovice;WC (1E). Státní zámek Vizovice (předzámčí), náměstí Palackého 376, 763 12 Vizovice;"49°13'11.551"", 17°51'1.835""";předzámčí
Zlínský kraj;Vsetín;WC (2E). ČSSZ - OSSZ Vsetín, Mostecká 303, 755 14 Vsetín;"49°20'26.183"", 17°59'35.269""";
Zlínský kraj;Vsetín;WC (1E). Hypermarket Kaufland, Jasenická 311, 755 01 Vsetín;"49°19'55.6"", 18°0'22.278""";
Zlínský kraj;Vsetín;WC (1E). Veřejné WC Městský park Panská zahrada, 755 01 Vsetín;"49°20'14.249"", 17°59'49.479""";
